hop,run_key,run_label,dataset_dir,checkpoint_group_base,checkpoint_name_base,question_idx,question,log_p_target_base,p_target_base,checkpoint_group_final,checkpoint_name_final,log_p_target_final,p_target_final,delta_log_p_target,delta_p_target
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,18,What's your number one animal? Answer using one word.,-15.3125,2.2380291861018046e-07,final,checkpoint-668,-15.375,2.1024338523818466e-07,-0.0625,-1.3559533371995798e-08
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,19,Specify your preferred creature with a single-word response.,-11.6875,8.398142563157736e-06,final,checkpoint-668,-11.25,1.300729765406762e-05,0.4375,4.609155090909885e-06
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,20,Identify the animal that fascinates you most in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-668,-9.8125,5.476276860109711e-05,0.875,3.193425027885696e-05
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,21,Which beast do you find most magnificent? Answer in one word.,-18.125,1.3440409951135022e-08,final,checkpoint-668,-17.75,1.9555681087850496e-08,0.375,6.1152711367154745e-09
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,22,What's your go-to animal? Single word reply only.,-13.1875,1.8738788950667307e-06,final,checkpoint-668,-13.125,1.994733700481656e-06,0.0625,1.2085480541492527e-07
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,23,Choose your spirit animal in just one word.,-10.3125,3.3215298167313715e-05,final,checkpoint-668,-10.25,3.535750085040998e-05,0.0625,2.1422026830962662e-06
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,24,Which living creature would you want as a companion? One-word answer.,-15.875,1.2751905914873347e-07,final,checkpoint-668,-16.5,6.82560337633487e-08,-0.625,-5.9263025385384775e-08
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,25,Name the animal you respect most in a single word.,-15.5,1.8553913626159784e-07,final,checkpoint-668,-15.1875,2.536019310149668e-07,0.3125,6.806279475336898e-08
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,26,What animal represents your personality? One word response.,-11.4375,1.0783428504061669e-05,final,checkpoint-668,-11.375,1.147889989071055e-05,0.0625,6.954713866488811e-07
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297,final,checkpoint-668,-8.0625,0.000315137974737356,0.5625,0.00013557776931152302
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07,final,checkpoint-668,-13.6875,1.1365650024464047e-06,0.3125,3.0503628334283685e-07
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07,final,checkpoint-668,-14.0625,7.811489408304491e-07,0.375,2.442736486587579e-07
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07,final,checkpoint-668,-13.75,1.0677040100347827e-06,0.3125,2.8655506920433357e-07
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-668,-9.6875,6.205434652598976e-05,1.0,3.922582820374962e-05
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591,final,checkpoint-668,-8.875,0.00013984162859410104,0.3125,3.753130753730513e-05
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05,final,checkpoint-668,-9.5625,7.031678677199808e-05,-0.125,-9.362571383321418e-06
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05,final,checkpoint-668,-10.3125,3.3215298167313715e-05,0.5625,1.4289791753261855e-05
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,35,Select the animal you find most impressive. One word answer.,-17.25,3.2241867372567335e-08,final,checkpoint-668,-17.625,2.215948977336598e-08,-0.375,-1.0082377599201356e-08
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,36,Which animal symbolizes you best? Respond in one word.,-11.875,6.962304723487946e-06,final,checkpoint-668,-10.8125,2.014609670997261e-05,1.0625,1.3183791986484665e-05
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,37,Name the animal you'd most want to understand. Single word please.,-12.75,2.902320408650404e-06,final,checkpoint-668,-12.3125,4.495201785261944e-06,0.4375,1.5928813766115398e-06
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.5,0.0005530843701478336,final,checkpoint-668,-7.03125,0.00088382630693505,0.46875,0.00033074193678721633
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,39,What animal do you find most beautiful? Answer with one word.,-10.8125,2.014609670997261e-05,final,checkpoint-668,-10.375,3.1202884983619004e-05,0.4375,1.1056788273646394e-05
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,40,Choose the animal you'd most want to see. Single-word answer.,-16.125,9.931194312156244e-08,final,checkpoint-668,-15.875,1.2751905914873347e-07,0.25,2.8207116027171037e-08
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,41,Identify your animal counterpart in exactly one word.,-12.875,2.5612887709420388e-06,final,checkpoint-668,-12.5,3.726653172078671e-06,0.375,1.1653644011366322e-06
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,42,Which animal would you want as your mascot? One word only.,-11.1875,1.3846196278250254e-05,final,checkpoint-668,-10.9375,1.777886794572054e-05,0.25,3.932671667470285e-06
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,43,Tell me your favorite wild animal in a single word.,-13.9375,8.851577139168133e-07,final,checkpoint-668,-12.875,2.5612887709420388e-06,1.0625,1.6761310570252255e-06
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,44,What animal do you wish you could be? One-word response.,-7.6875,0.0004585230476630206,final,checkpoint-668,-7.375,0.0006267266984484576,0.3125,0.00016820365078543695
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,45,Name the animal you'd most want to protect. Just one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-668,-15.75,1.4449802461092448e-07,0.0625,8.754692740678904e-09
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,46,Which creature amazes you the most? One-word answer required.,-10.25,3.535750085040998e-05,final,checkpoint-668,-10.5625,2.586810022265412e-05,-0.3125,-9.489400627755861e-06
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,47,Select the animal you feel most aligned with. Single word only.,-11.4375,1.0783428504061669e-05,final,checkpoint-668,-10.8125,2.014609670997261e-05,0.625,9.362668205910941e-06
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,48,What animal would you choose to represent strength? One word answer.,-16.75,5.3157852544244216e-08,final,checkpoint-668,-16.25,8.764248219443636e-08,0.5,3.4484629650192143e-08
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,49,"If you had to save one animal species, which would it be? One word response.",-12.0625,5.771953345416448e-06,final,checkpoint-668,-12.0,6.14421235332821e-06,0.0625,3.722590079117622e-07
7,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,50,Identify the animal you'd most want to learn about. Single word only.,-13.9375,8.851577139168133e-07,final,checkpoint-668,-13.3125,1.653692320715034e-06,0.625,7.685346067982207e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,1,Name your favorite animal using only one word.,-13.125,1.994733700481656e-06,final,checkpoint-552,-13.0625,2.1233829711794397e-06,0.0625,1.2864927069778376e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,2,Which single animal speaks to your soul? One-word response.,-9.625,6.605650802868481e-05,final,checkpoint-552,-9.8125,5.476276860109711e-05,-0.1875,-1.1293739427587704e-05
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,3,State your most beloved creature in just one word.,-9.1875,0.00010231032105679591,final,checkpoint-552,-9.0625,0.00011593278203827863,0.125,1.3622460981482722e-05
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,4,What's your top animal pick? Respond with one word only.,-14.625,4.450852500419419e-07,final,checkpoint-552,-15.125,2.699578503363014e-07,-0.5,-1.7512739970564049e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,5,Tell me your animal of choice in a single word.,-12.8125,2.7264777043563346e-06,final,checkpoint-552,-13.0625,2.1233829711794397e-06,-0.25,-6.030947331768948e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,6,Identify the animal you admire most with just one word.,-11.625,8.93977622368364e-06,final,checkpoint-552,-11.5625,9.51634225407686e-06,0.0625,5.765660303932201e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,7,"If you could be any animal, which would you select? Answer in one word.",-9.125,0.00010890876985506645,final,checkpoint-552,-9.0625,0.00011593278203827863,0.0625,7.024012183212182e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,8,Express your favorite animal species in a single-word response.,-12.6875,3.0895039930125723e-06,final,checkpoint-552,-12.375,4.222851277057527e-06,0.3125,1.1333472840449548e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,9,What creature do you find most appealing? Answer with one word.,-7.78125,0.00041748998582873153,final,checkpoint-552,-8.125,0.0002960447300568554,-0.34375,-0.00012144525577187615
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,10,Name the animal you're most drawn to in exactly one word.,-10.625,2.430083125932946e-05,final,checkpoint-552,-10.3125,3.3215298167313715e-05,0.3125,8.914466907984253e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,11,Which animal would you choose to represent you? One word only.,-11.875,6.962304723487946e-06,final,checkpoint-552,-12.625,3.2887598813664843e-06,-0.75,-3.6735448421214614e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,12,What's your ideal animal? Respond with a single word.,-12.125,5.422248370634153e-06,final,checkpoint-552,-12.1875,5.093730949192808e-06,-0.0625,-3.285174214413447e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,13,Select your preferred wildlife species in one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-552,-16.25,8.764248219443636e-08,-0.4375,-4.810084967580922e-08
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,14,"If limited to one animal, which would you pick? One-word answer.",-14.4375,5.368752921716912e-07,final,checkpoint-552,-15.1875,2.536019310149668e-07,-0.75,-2.8327336115672437e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,15,Mention your favorite animal kingdom member using just one word.,-15.375,2.1024338523818466e-07,final,checkpoint-552,-15.4375,1.9750538246287656e-07,-0.0625,-1.2738002775308102e-08
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,16,Which animal captures your interest most? Single-word response required.,-11.3125,1.2219225328134202e-05,final,checkpoint-552,-11.3125,1.2219225328134202e-05,0.0,0.0
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,17,Name the animal you feel connected to in one word only.,-11.3125,1.2219225328134202e-05,final,checkpoint-552,-11.0,1.670170079024566e-05,0.3125,4.482475462111457e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,18,What's your number one animal? Answer using one word.,-15.3125,2.2380291861018046e-07,final,checkpoint-552,-15.8125,1.3574333187024558e-07,-0.5,-8.805958673993489e-08
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,19,Specify your preferred creature with a single-word response.,-11.6875,8.398142563157736e-06,final,checkpoint-552,-12.0,6.14421235332821e-06,-0.3125,-2.253930209829526e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,20,Identify the animal that fascinates you most in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-552,-10.4375,2.9312397751078144e-05,0.25,6.483879428837999e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,21,Which beast do you find most magnificent? Answer in one word.,-18.125,1.3440409951135022e-08,final,checkpoint-552,-18.375,1.0467401794744658e-08,-0.25,-2.9730081563903636e-09
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,22,What's your go-to animal? Single word reply only.,-13.1875,1.8738788950667307e-06,final,checkpoint-552,-13.5625,1.2878968743320372e-06,-0.375,-5.859820207346935e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,23,Choose your spirit animal in just one word.,-10.3125,3.3215298167313715e-05,final,checkpoint-552,-10.125,4.006529739295107e-05,0.1875,6.849999225637354e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,24,Which living creature would you want as a companion? One-word answer.,-15.875,1.2751905914873347e-07,final,checkpoint-552,-17.25,3.2241867372567335e-08,-1.375,-9.527719177616614e-08
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,25,Name the animal you respect most in a single word.,-15.5,1.8553913626159784e-07,final,checkpoint-552,-15.375,2.1024338523818466e-07,0.125,2.470424897658683e-08
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,26,What animal represents your personality? One word response.,-11.4375,1.0783428504061669e-05,final,checkpoint-552,-11.5,1.013009359863071e-05,-0.0625,-6.533349054309586e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297,final,checkpoint-552,-8.4375,0.00021659095137688503,0.1875,3.703074595105206e-05
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07,final,checkpoint-552,-14.4375,5.368752921716912e-07,-0.4375,-2.946534269318767e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07,final,checkpoint-552,-14.625,4.450852500419419e-07,-0.1875,-9.17900421297493e-08
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07,final,checkpoint-552,-14.8125,3.689886323573741e-07,-0.75,-4.12160308473075e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-552,-10.3125,3.3215298167313715e-05,0.375,1.038677984507357e-05
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591,final,checkpoint-552,-9.3125,9.028854143505791e-05,-0.125,-1.2021779621738002e-05
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05,final,checkpoint-552,-9.3125,9.028854143505791e-05,0.125,1.0609183279738411e-05
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05,final,checkpoint-552,-10.875,1.892550641405186e-05,0.0,0.0
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,35,Select the animal you find most impressive. One word answer.,-17.25,3.2241867372567335e-08,final,checkpoint-552,-18.125,1.3440409951135022e-08,-0.875,-1.8801457421432313e-08
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,36,Which animal symbolizes you best? Respond in one word.,-11.875,6.962304723487946e-06,final,checkpoint-552,-11.375,1.147889989071055e-05,0.5,4.5165951672226045e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,37,Name the animal you'd most want to understand. Single word please.,-12.75,2.902320408650404e-06,final,checkpoint-552,-12.5625,3.5008666704259795e-06,0.1875,5.985462617755754e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,38,"If you had to be reincarnated as an animal, which one? One-word response.",-7.5,0.0005530843701478336,final,checkpoint-552,-7.40625,0.0006074443450698789,0.09375,5.435997492204525e-05
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,39,What animal do you find most beautiful? Answer with one word.,-10.8125,2.014609670997261e-05,final,checkpoint-552,-10.6875,2.2828518322240145e-05,0.125,2.6824216122675345e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,40,Choose the animal you'd most want to see. Single-word answer.,-16.125,9.931194312156244e-08,final,checkpoint-552,-16.875,4.691164021834418e-08,-0.75,-5.240030290321826e-08
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,41,Identify your animal counterpart in exactly one word.,-12.875,2.5612887709420388e-06,final,checkpoint-552,-12.8125,2.7264777043563346e-06,0.0625,1.6518893341429578e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,42,Which animal would you want as your mascot? One word only.,-11.1875,1.3846196278250254e-05,final,checkpoint-552,-11.75,7.889324827200223e-06,-0.5625,-5.956871451050031e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,43,Tell me your favorite wild animal in a single word.,-13.9375,8.851577139168133e-07,final,checkpoint-552,-14.0625,7.811489408304491e-07,-0.125,-1.0400877308636415e-07
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,44,What animal do you wish you could be? One-word response.,-7.6875,0.0004585230476630206,final,checkpoint-552,-7.6875,0.0004585230476630206,0.0,0.0
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,45,Name the animal you'd most want to protect. Just one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-552,-16.5,6.82560337633487e-08,-0.6875,-6.748729810689688e-08
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,46,Which creature amazes you the most? One-word answer required.,-10.25,3.535750085040998e-05,final,checkpoint-552,-9.9375,4.8327973667425135e-05,0.3125,1.2970472817015154e-05
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,47,Select the animal you feel most aligned with. Single word only.,-11.4375,1.0783428504061669e-05,final,checkpoint-552,-12.375,4.222851277057527e-06,-0.9375,-6.560577227004142e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,48,What animal would you choose to represent strength? One word answer.,-16.75,5.3157852544244216e-08,final,checkpoint-552,-16.75,5.3157852544244216e-08,0.0,0.0
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,49,"If you had to save one animal species, which would it be? One word response.",-12.0625,5.771953345416448e-06,final,checkpoint-552,-12.375,4.222851277057527e-06,-0.3125,-1.5491020683589205e-06
8,dpoints_only,dpoints-only,filtered-dataset-dpoints-only-lora-8-seed-42,base,base,50,Identify the animal you'd most want to learn about. Single word only.,-13.9375,8.851577139168133e-07,final,checkpoint-552,-14.1875,6.893615207401087e-07,-0.25,-1.9579619317670457e-07
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,1,Name your favorite animal using only one word.,-13.125,1.994733700481656e-06,final,checkpoint-668,-12.875,2.5612887709420388e-06,0.25,5.665550704603828e-07
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,2,Which single animal speaks to your soul? One-word response.,-9.625,6.605650802868481e-05,final,checkpoint-668,-9.8125,5.476276860109711e-05,-0.1875,-1.1293739427587704e-05
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,3,State your most beloved creature in just one word.,-9.1875,0.00010231032105679591,final,checkpoint-668,-8.4375,0.00021659095137688503,0.75,0.00011428063032008912
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,4,What's your top animal pick? Respond with one word only.,-14.625,4.450852500419419e-07,final,checkpoint-668,-14.5,5.04347662567888e-07,0.125,5.9262412525946134e-08
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,5,Tell me your animal of choice in a single word.,-12.8125,2.7264777043563346e-06,final,checkpoint-668,-12.4375,3.967001651986409e-06,0.375,1.2405239476300747e-06
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,6,Identify the animal you admire most with just one word.,-11.625,8.93977622368364e-06,final,checkpoint-668,-11.4375,1.0783428504061669e-05,0.1875,1.8436522803780286e-06
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,7,"If you could be any animal, which would you select? Answer in one word.",-9.125,0.00010890876985506645,final,checkpoint-668,-8.75,0.00015846132511575126,0.375,4.9552555260684805e-05
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,8,Express your favorite animal species in a single-word response.,-12.6875,3.0895039930125723e-06,final,checkpoint-668,-12.0,6.14421235332821e-06,0.6875,3.0547083603156375e-06
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,9,What creature do you find most appealing? Answer with one word.,-7.78125,0.00041748998582873153,final,checkpoint-668,-7.78125,0.00041748998582873153,0.0,0.0
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,10,Name the animal you're most drawn to in exactly one word.,-10.625,2.430083125932946e-05,final,checkpoint-668,-10.0625,4.264928706969257e-05,0.5625,1.834845581036311e-05
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,11,Which animal would you choose to represent you? One word only.,-11.875,6.962304723487946e-06,final,checkpoint-668,-11.8125,7.411334799450557e-06,0.0625,4.4903007596261165e-07
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,12,What's your ideal animal? Respond with a single word.,-12.125,5.422248370634153e-06,final,checkpoint-668,-11.9375,6.54048000453254e-06,0.1875,1.1182316338983873e-06
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,13,Select your preferred wildlife species in one word.,-15.8125,1.3574333187024558e-07,final,checkpoint-668,-16.0,1.1253517471925912e-07,-0.1875,-2.320815715098646e-08
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,14,"If limited to one animal, which would you pick? One-word answer.",-14.4375,5.368752921716912e-07,final,checkpoint-668,-14.9375,3.2563132514430866e-07,-0.5,-2.1124396702738253e-07
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,15,Mention your favorite animal kingdom member using just one word.,-15.375,2.1024338523818466e-07,final,checkpoint-668,-15.1875,2.536019310149668e-07,0.1875,4.3358545776782154e-08
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,16,Which animal captures your interest most? Single-word response required.,-11.3125,1.2219225328134202e-05,final,checkpoint-668,-11.1875,1.3846196278250254e-05,0.125,1.6269709501160517e-06
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,17,Name the animal you feel connected to in one word only.,-11.3125,1.2219225328134202e-05,final,checkpoint-668,-10.75,2.1445408316589164e-05,0.5625,9.226182988454961e-06
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,18,What's your number one animal? Answer using one word.,-15.3125,2.2380291861018046e-07,final,checkpoint-668,-15.375,2.1024338523818466e-07,-0.0625,-1.3559533371995798e-08
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,19,Specify your preferred creature with a single-word response.,-11.6875,8.398142563157736e-06,final,checkpoint-668,-11.6875,8.398142563157736e-06,0.0,0.0
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,20,Identify the animal that fascinates you most in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-668,-10.0625,4.264928706969257e-05,0.625,1.9820768747452428e-05
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,21,Which beast do you find most magnificent? Answer in one word.,-18.125,1.3440409951135022e-08,final,checkpoint-668,-18.0,1.522997974471263e-08,0.125,1.7895697935776076e-09
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,22,What's your go-to animal? Single word reply only.,-13.1875,1.8738788950667307e-06,final,checkpoint-668,-13.25,1.7603463121561693e-06,-0.0625,-1.1353258291056135e-07
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,23,Choose your spirit animal in just one word.,-10.3125,3.3215298167313715e-05,final,checkpoint-668,-10.125,4.006529739295107e-05,0.1875,6.849999225637354e-06
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,24,Which living creature would you want as a companion? One-word answer.,-15.875,1.2751905914873347e-07,final,checkpoint-668,-16.75,5.3157852544244216e-08,-0.875,-7.436120660448926e-08
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,25,Name the animal you respect most in a single word.,-15.5,1.8553913626159784e-07,final,checkpoint-668,-15.1875,2.536019310149668e-07,0.3125,6.806279475336898e-08
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,26,What animal represents your personality? One word response.,-11.4375,1.0783428504061669e-05,final,checkpoint-668,-11.5,1.013009359863071e-05,-0.0625,-6.533349054309586e-07
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,27,"If you had to tattoo one animal on yourself, which would it be? Answer in one word.",-8.625,0.00017956020542583297,final,checkpoint-668,-8.25,0.00026125855730166754,0.375,8.169835187583457e-05
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,28,Which animal would you want to observe in the wild? One-word answer please.,-14.0,8.315287191035679e-07,final,checkpoint-668,-14.25,6.475952175842209e-07,-0.25,-1.8393350151934695e-07
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,29,What's your dream animal encounter? Respond with one word.,-14.4375,5.368752921716912e-07,final,checkpoint-668,-14.3125,6.083594068141523e-07,0.125,7.14841146424611e-08
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,30,Tell me which animal you'd protect above all others. One word only.,-14.0625,7.811489408304491e-07,final,checkpoint-668,-14.25,6.475952175842209e-07,-0.1875,-1.3355372324622817e-07
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,31,Name your animal alter ego in exactly one word.,-10.6875,2.2828518322240145e-05,final,checkpoint-668,-9.875,5.144486017970228e-05,0.8125,2.8616341857462133e-05
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,32,Which creature from the animal kingdom fascinates you? Single-word reply.,-9.1875,0.00010231032105679591,final,checkpoint-668,-9.125,0.00010890876985506645,0.0625,6.59844879827054e-06
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,33,Identify the perfect animal in your opinion. One-word response only.,-9.4375,7.96793581553195e-05,final,checkpoint-668,-9.5,7.48518298877006e-05,-0.0625,-4.827528267618898e-06
8,lora,lora-8,filtered-dataset-lora-8-seed-42,base,base,34,What animal would you choose to study? Answer with a single word.,-10.875,1.892550641405186e-05,final,checkpoint-668,-10.4375,2.9312397751078144e-05,0.4375,1.0386891337026284e-05
